,Rural_Urban,Area,School_Name,Medium,School_Status,Category_Code,Category_Name,School_Type_Code,School_Type_Name
3376,Urban,SALISBURY PARK,MAHAVEER ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
3377,Urban,SALISBURY PARK,MAHAVIR ENG MED HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3378,Urban,SALISBURY PARK,HUM MAC HENRY PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
3379,Urban,SALISBURY PARK,HUM MAC HENRY SEC ,0,Operational,10,Secondary with Higher Secondary,3,Co-Education
3380,Urban,SALISBURY PARK,PMC SCHOOL NO. 105 B ENGLISH,0,Operational,1,Primary,3,Co-Education
3381,Urban,SALISBURY PARK,MAHAVIR JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3382,Urban,SALISBURY PARK,HASSAN HUSSAIN IMAMIYA URDU PRIMARY SCHOOL,6,Operational,1,Primary,3,Co-Education
3383,Urban,SALISBURY PARK,HASSAN HUSSAIN IMAMIYA URDU HIGH SCHOOL,6,Operational,7,Upper Pr. and Secondary,3,Co-Education
3384,Urban,SHINDYANCHI CHHATRI,PMC SCHOOL NO. 62 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3385,Urban,SHINDYANCHI CHHATRI,PMC SCHOOL VINI 11,4,Operational,2,Primary with Upper Primary,3,Co-Education
3386,Urban,SHINDYANCHI CHHATRI,PMC SCHOOL NO. 88 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3387,Urban,SHINDYANCHI CHHATRI,PMC SCHOOL NO. 62 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3388,Urban,SHINDYANCHI CHHATRI,KROOT MEMORIA SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3389,Urban,SHINDYANCHI CHHATRI,SUNGRACE PRIMARY,0,Operational,2,Primary with Upper Primary,3,Co-Education
3390,Urban,SHINDYANCHI CHHATRI,SUNFRACE SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
3391,Urban,SHINDYANCHI CHHATRI,KROOT MEMORIA  HIGH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3392,Urban,SOPANBAUG KAWADE WADI,PMC SCHOOL NO. 76 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3393,Urban,SOPANBAUG KAWADE WADI,PMC SCHOOL NO. 75 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3394,Urban,SOPANBAUG KAWADE WADI,PMC SCHOOL NO. 145 B,4,Operational,2,Primary with Upper Primary,1,Boys
3395,Urban,SOPANBAUG KAWADE WADI,PMC SCHOOL NO. 140 B,4,Operational,2,Primary with Upper Primary,2,Girls
3396,Urban,SOPANBAUG KAWADE WADI,JIJAI SHIKSHAN MANDIR,4,Operational,1,Primary,3,Co-Education
3397,Urban,SOPANBAUG KAWADE WADI,JADHAV ADARSA PRI,4,Operational,2,Primary with Upper Primary,3,Co-Education
3398,Urban,SOPANBAUG KAWADE WADI,ADARSHA PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
3399,Urban,SOPANBAUG KAWADE WADI,ADARSHA SECONDARY ,4,Operational,8,Secondary Only,3,Co-Education
3400,Urban,SOPANBAUG KAWADE WADI,VISHAL  MAHARASHTRA URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3401,Urban,SOPANBAUG KAWADE WADI,HADPSAR VIDHYALAYA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3402,Urban,SOPANBAUG KAWADE WADI,VISHAL MAHARASHTRA URDU,6,Operational,8,Secondary Only,3,Co-Education
3403,Urban,SOPANBAUG KAWADE WADI,VISHAL MAHARASHTRA ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
3404,Urban,SOPANBAUG KAWADE WADI,LEADY JUBEDA ENG,0,Operational,8,Secondary Only,3,Co-Education
3405,Urban,WANWADI RAMTEKADI,KRANTIVEER PHADKE ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
3406,Urban,WANWADI RAMTEKADI,PMC SCHOOL NO. 69 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3407,Urban,WANWADI RAMTEKADI,PMC SCHOOL NO. 38 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3408,Urban,WANWADI RAMTEKADI,AYODHYA KARNARBADIR  VID,4,Operational,2,Primary with Upper Primary,3,Co-Education
3409,Urban,WANWADI RAMTEKADI,APANG KALYANIKARI SANSTHA,4,Operational,2,Primary with Upper Primary,3,Co-Education
3410,Urban,WANWADI RAMTEKADI,CITY INTERNATIONAL SCHOOL,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
3411,Urban,WANWADI RAMTEKADI,ROSARY JR. COLLEGE OF SCIENCE & COMMERCE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3412,Urban,CITY POST GADIKHANA,PMC SCHOOL NO. 12 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3413,Urban,CITY POST GADIKHANA,PMC SCHOOL VINI 3 URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3414,Urban,CITY POST GADIKHANA,MAULANA JOHAR HIGH SCHOOL,6,Operational,8,Secondary Only,3,Co-Education
3415,Urban,CITY POST GADIKHANA,PMC SCHOOL NO. 10 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3416,Urban,CITY POST GADIKHANA,PMC SCHOOL NO. 24 B ,4,Operational,2,Primary with Upper Primary,3,Co-Education
3417,Urban,CITY POST GADIKHANA,PMC SCHOOL NO. 24 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3418,Urban,CITY POST GADIKHANA,PMC SCHOOL NO. 22 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3419,Urban,CITY POST GADIKHANA,PMC SCHOOL NO. 24 B ENGLISH,0,Operational,1,Primary,3,Co-Education
3420,Urban,CITY POST GADIKHANA,NUTAN SAMARTHA VID,4,Operational,2,Primary with Upper Primary,3,Co-Education
3421,Urban,CITY POST GADIKHANA,T. S. PATHAK SCHOOL,4,Operational,1,Primary,3,Co-Education
3422,Urban,CITY POST GADIKHANA,SETH M. J. PRA VID.,1,Operational,1,Primary,3,Co-Education
3423,Urban,CITY POST GADIKHANA,SHREE SANGHVI HIGHSCHOOL,1,Operational,7,Upper Pr. and Secondary,3,Co-Education
3424,Urban,CITY POST GADIKHANA,BADRIYA HISCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
3425,Urban,CITY POST GADIKHANA,BADRIYA PRIMARI SCHOOL,0,Operational,1,Primary,3,Co-Education
3426,Urban,CITY POST GADIKHANA,G. S. P. MANDAL SCHOOL ,0,Operational,2,Primary with Upper Primary,3,Co-Education
3427,Urban,CITY POST GADIKHANA,G. S. P. MANDAL SCHOOL MAD,0,Operational,8,Secondary Only,3,Co-Education
3428,Urban,DOKE TALIM RAMOSHI GATE,PMC SCHOOL NO. 27 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3429,Urban,DOKE TALIM RAMOSHI GATE,PMC SCHOOL NO. 26 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3430,Urban,DOKE TALIM RAMOSHI GATE,BAL JIVAN VIKAS PRA SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
3431,Urban,DOKE TALIM RAMOSHI GATE,BANSILAL RAMNATH AGR HINDI VID,2,Operational,2,Primary with Upper Primary,3,Co-Education
3432,Urban,DOKE TALIM RAMOSHI GATE,BABUBHAI URDU PRA SCH.,6,Operational,2,Primary with Upper Primary,3,Co-Education
3433,Urban,DOKE TALIM RAMOSHI GATE,GURUNANAK HIGH SCHOOL,2,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3434,Urban,DOKE TALIM RAMOSHI GATE,B R AGRAWAL VIDYA SECONDARY,2,Operational,8,Secondary Only,3,Co-Education
3435,Urban,DOKE TALIM RAMOSHI GATE,AGNIHOTRI PRI SCH,4,Operational,2,Primary with Upper Primary,3,Co-Education
3436,Urban,DOKE TALIM RAMOSHI GATE,GURUNANAK PRIMARY ENG,0,Operational,1,Primary,3,Co-Education
3437,Urban,DOKE TALIM RAMOSHI GATE,GURUNANAK PRIMARY HINDI,2,Operational,1,Primary,3,Co-Education
3438,Urban,GEN. A. VAIDYA STEDIUM,PMC SCHOOL NO. 86 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3439,Urban,GEN. A. VAIDYA STEDIUM,PMC SCHOOL NO. 22 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3440,Urban,GEN. A. VAIDYA STEDIUM,SAVITRIBAI PHULE PRASHALA,4,Operational,10,Secondary with Higher Secondary,3,Co-Education
3441,Urban,GEN. A. VAIDYA STEDIUM,RAFI AHAMAD KIDWAI URDU HIGHSC,6,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3442,Urban,GEN. A. VAIDYA STEDIUM,SAVITRIBAI ENG MED SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3443,Urban,GEN. A. VAIDYA STEDIUM,BAPUSAHEB PAWAR PRA SCHOOL,4,Operational,1,Primary,3,Co-Education
3444,Urban,GEN. A. VAIDYA STEDIUM,BAPU PAWAR KANYA SCHOOL,4,Operational,7,Upper Pr. and Secondary,2,Girls
3445,Urban,GEN. A. VAIDYA STEDIUM,HAJI MOHAMAD GULAM,6,Operational,1,Primary,3,Co-Education
3446,Urban,GEN. A. VAIDYA STEDIUM,NEW LIFE CENTRE,0,Operational,2,Primary with Upper Primary,3,Co-Education
3447,Urban,GEN. A. VAIDYA STEDIUM,NEW LIFE CENTRE SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
3448,Urban,GOKHLE HALL MANDAI,KAI DHARA FENKSHE SARAV PATHA,4,Operational,1,Primary,3,Co-Education
3449,Urban,GOKHLE HALL MANDAI,KAI SUNDARABAI RATHI HIGH SCH.,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
3450,Urban,GOKHLE HALL MANDAI,PVG'S  SHISHUNIKETAN ,4,Operational,1,Primary,3,Co-Education
3451,Urban,GOKHLE HALL MANDAI,GOPAL PRATHAMIK,4,Operational,1,Primary,3,Co-Education
3452,Urban,GOKHLE HALL MANDAI,BHAVE PRATHAMIK,4,Operational,1,Primary,3,Co-Education
3453,Urban,GOKHLE HALL MANDAI,NUTAN BAL VIKAS MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
3454,Urban,GOKHLE HALL MANDAI,GOPAL HIGHSCHOOL,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
3455,Urban,GOKHLE HALL MANDAI,MAHARASHTRA VIDHYALAYA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3456,Urban,GOKHLE HALL MANDAI,RENUKA GIRL PRASHALA,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
3457,Urban,GOKHLE HALL MANDAI,NUTAN BALVIKAS SECONDARY,4,Operational,8,Secondary Only,3,Co-Education
3458,Urban,GOKHLE HALL MANDAI,PRABHUKRUPA BALAK MANDIR,0,Operational,1,Primary,3,Co-Education
3459,Urban,GOKHLE HALL MANDAI,PVG'S MUKTANGAN ENGLISH MEDIUM SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3460,Urban,GOKHLE HALL MANDAI,RAMABAI RANADE PRAUDH PRIMARY,4,Operational,1,Primary,2,Girls
3461,Urban,GOKHLE HALL MANDAI,RAMABAI RANADE PRAUDH SECONDARY,4,Operational,7,Upper Pr. and Secondary,2,Girls
3462,Urban,HARKA NAGAR RAJEWADI,PMC SCHOOL NO. 9 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3463,Urban,HARKA NAGAR RAJEWADI,PMC SCHOOL NO. 20 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3464,Urban,HARKA NAGAR RAJEWADI,PMC SCHOOL NO. 10 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3465,Urban,HARKA NAGAR RAJEWADI,PMC SCHOOL NO. 9 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3466,Urban,HARKA NAGAR RAJEWADI,PMC SCHOOL NO. 29 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3467,Urban,HARKA NAGAR RAJEWADI,PMC SCHOOL NO. 29 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3468,Urban,HARKA NAGAR RAJEWADI,URDU SARAV PATHSHALA,6,Operational,2,Primary with Upper Primary,2,Girls
3469,Urban,HARKA NAGAR RAJEWADI,D. C. MISSION SOC,4,Operational,1,Primary,3,Co-Education
3470,Urban,HARKA NAGAR RAJEWADI,M. JYOTIRAO PHULE GIRL MAD VID,4,Operational,7,Upper Pr. and Secondary,2,Girls
3471,Urban,HARKA NAGAR RAJEWADI,M JYOTIRAO PHULE BOYS MAD VID,4,Operational,7,Upper Pr. and Secondary,1,Boys
3472,Urban,HARKA NAGAR RAJEWADI,B. T. SHAHANI NAVIN HIND PRA.,2,Operational,1,Primary,3,Co-Education
3473,Urban,HARKA NAGAR RAJEWADI,B. T. SHAHANI HINDI HIGHSCHOOL,2,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3474,Urban,HARKA NAGAR RAJEWADI,VINAY PRAIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3475,Urban,HARKA NAGAR RAJEWADI,B T SHAHANI NAVIN HIND ENG PRIMARY,0,Operational,2,Primary with Upper Primary,3,Co-Education
3476,Urban,HARKA NAGAR RAJEWADI,DR. BABSAHEB AMBEDKAR ART & COM. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3477,Urban,HARKA NAGAR RAJEWADI,ORCHIDS PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3478,Urban,HARKA NAGAR RAJEWADI,GIRLS' OBSERVATION HOME,4,Operational,2,Primary with Upper Primary,2,Girls
3479,Urban,JUNA BAZAR,PMC SCHOOL NO. 15 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3480,Urban,JUNA BAZAR,PMC SCHOOL NO. 13 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3481,Urban,JUNA BAZAR,PMC SCHOOL NO. 15 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3482,Urban,JUNA BAZAR,BABURAO SANAS HIGH SCH PMC,4,Operational,10,Secondary with Higher Secondary,2,Girls
3483,Urban,JUNA BAZAR,PMC SCHOOL NO. 15 B ENGLISH,0,Operational,1,Primary,3,Co-Education
3484,Urban,JUNA BAZAR,PMC SCHOOL NO. 8 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3485,Urban,JUNA BAZAR,MADRASE E ISLAMIA,6,Operational,2,Primary with Upper Primary,3,Co-Education
3486,Urban,JUNA BAZAR,MUBARAK HIGHSCHOOL,6,Operational,8,Secondary Only,2,Girls
3487,Urban,KASBA GANPATI,PMC SCHOOL NO. 6 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3488,Urban,KASBA GANPATI,PMC SCHOOL NO. 6 G ENGLISH,0,Operational,1,Primary,3,Co-Education
3489,Urban,KASBA GANPATI,PMC SCHOOL NO. 9 G,4,Operational,1,Primary,3,Co-Education
3490,Urban,KASBA GANPATI,CHILDRENS ACADEMY SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
3491,Urban,KASBA GANPATI,SUBHASH PRATHAMIK SHALA,4,Operational,1,Primary,3,Co-Education
3492,Urban,KASBA GANPATI,BHARAT MARATHI VIDHYALA,4,Operational,1,Primary,3,Co-Education
3493,Urban,KASBA GANPATI,SETH HIRALAL SARAF PRASHALA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
3494,Urban,KASBA GANPATI,SETH HAKAMCHAND ISHWARDAS GUJ ,1,Operational,2,Primary with Upper Primary,3,Co-Education
3495,Urban,KASBA GANPATI,RCM GUJARATHI SCH,1,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3496,Urban,KASBA GANPATI,CHILDREN ACA PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
3497,Urban,KASBA GANPATI,SETH R N SHAHA ENG MED PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
3498,Urban,KASBA GANPATI,THE PGK MANDAL ENG MED SCH,0,Operational,8,Secondary Only,3,Co-Education
3499,Urban,KASBA GANPATI,PMC SCHOOL NO. 9 G ENGLISH,0,Operational,1,Primary,3,Co-Education
3500,Urban,K.E.M. HOSPITAL,PMC SCHOOL VINI 12 URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3501,Urban,K.E.M. HOSPITAL,PMC K C THAKARE VIDYANIKETAN SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3502,Urban,K.E.M. HOSPITAL,PMC SCHOOL NO. 19 ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3503,Urban,K.E.M. HOSPITAL,S L RASTE PRIMARY SCHOOL,4,Operational,1,Primary,3,Co-Education
3504,Urban,K.E.M. HOSPITAL,S V UNION TAMIL MEDIUM SCHOOL,5,Operational,1,Primary,3,Co-Education
3505,Urban,K.E.M. HOSPITAL,RASTA PETH EDUCATION SOCIETY'S VIDYALAYA,4,Operational,1,Primary,3,Co-Education
3506,Urban,K.E.M. HOSPITAL,ST. MIRAJ SECONDARY SCHOOL,0,Operational,7,Upper Pr. and Secondary,2,Girls
3507,Urban,K.E.M. HOSPITAL,ABASAHEB ATRE NIGHT SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3508,Urban,K.E.M. HOSPITAL,S V UNION HIGH SCHOOL,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3509,Urban,K.E.M. HOSPITAL,AGARKAR GIRLS HIGH SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
3510,Urban,K.E.M. HOSPITAL,ATRE DIN PRASHALA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3511,Urban,K.E.M. HOSPITAL,NAVIN PRATHAMIK PRASHALA,4,Operational,1,Primary,3,Co-Education
3512,Urban,K.E.M. HOSPITAL,ANJUMAN-A-FAIJUL ISLAM URDU PRATHMIK SCHOOL,6,Operational,2,Primary with Upper Primary,3,Co-Education
3513,Urban,K.E.M. HOSPITAL,PRATHMIK SHIKSHAK MANDAL SHIKSHAN SANSTHA,4,Operational,2,Primary with Upper Primary,3,Co-Education
3514,Urban,K.E.M. HOSPITAL,RAJA DHANRAJ GIRJI SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3515,Urban,K.E.M. HOSPITAL,ANJUMAN-A-FAIJUL ISLAM URDU MADHYAMIK SCHOOL,6,Operational,8,Secondary Only,3,Co-Education
3516,Urban,K.E.M. HOSPITAL,JAWAHAR ENGLISH MEDIUM SCHOOL,0,Operational,1,Primary,3,Co-Education
3517,Urban,K.E.M. HOSPITAL,P MOHITE ENGLISH MEDIUM SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
3518,Urban,K.E.M. HOSPITAL,S V UNIION PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3519,Urban,K.E.M. HOSPITAL,ST. MIRAJ PRIMARY SCHOOL,0,Operational,1,Primary,2,Girls
3520,Urban,K.E.M. HOSPITAL,NEW EDU SOCIETY PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3521,Urban,K.E.M. HOSPITAL,ABASAHEB ATRE PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3522,Urban,K.E.M. HOSPITAL,ABASAHEB ATRE SECONDARY SCHOOL ,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3523,Urban,K.E.M. HOSPITAL,CES CHAITANYA PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3524,Urban,K.E.M. HOSPITAL,CES CHAITANYA SECONDARY SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3525,Urban,K.E.M. HOSPITAL,R K ENGLISH MEDIUM PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3526,Urban,MAMLEDAR KACHERI,VASANTDADA PATIL MAD ,4,Operational,8,Secondary Only,3,Co-Education
3527,Urban,MAMLEDAR KACHERI,PMC SCHOOL VINI 1,4,Operational,2,Primary with Upper Primary,3,Co-Education
3528,Urban,MAMLEDAR KACHERI,AMBEKAR PRIMARY SCHOOL,4,Operational,1,Primary,3,Co-Education
3529,Urban,MAMLEDAR KACHERI,ADARSHA MARATHI,4,Operational,1,Primary,3,Co-Education
3530,Urban,MAMLEDAR KACHERI,ADARSH GIRL HIGHSCHOO,4,Operational,7,Upper Pr. and Secondary,2,Girls
3531,Urban,MAMLEDAR KACHERI,VEERKAR HIGHSCHOOL,4,Operational,7,Upper Pr. and Secondary,1,Boys
3532,Urban,MAMLEDAR KACHERI,GHARPURE PRASHALA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
3533,Urban,MAMLEDAR KACHERI,POONA NIGHT SCHOOL,4,Operational,10,Secondary with Higher Secondary,3,Co-Education
3534,Urban,MAMLEDAR KACHERI,SHREE SHIVAJI MARATHA PRI,4,Operational,1,Primary,3,Co-Education
3535,Urban,MAMLEDAR KACHERI,SITARAM PRIMARY,4,Operational,1,Primary,3,Co-Education
3536,Urban,MAMLEDAR KACHERI,SHIVAJI MARATHA HIGHSCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,1,Boys
3537,Urban,MAMLEDAR KACHERI,JIJAMATA HIGHSCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
3538,Urban,MAMLEDAR KACHERI,SENT EDWARD BOYS SCHOOL,4,Operational,2,Primary with Upper Primary,1,Boys
3539,Urban,MAMLEDAR KACHERI,SUSHILA BAI BAHU DHANI JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3540,Urban,NARAYAN PETH NANA WADA,GOGTE ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
3541,Urban,NARAYAN PETH NANA WADA,PMC SCHOOL VINI 7 ,4,Operational,2,Primary with Upper Primary,3,Co-Education
3542,Urban,NARAYAN PETH NANA WADA,N V KINKAR RATRA PRASHALA,4,Operational,8,Secondary Only,1,Boys
3543,Urban,NARAYAN PETH NANA WADA,SNDT KANYASHALA,4,Operational,1,Primary,2,Girls
3544,Urban,NARAYAN PETH NANA WADA,IDEAL PURN PRI,4,Operational,1,Primary,3,Co-Education
3545,Urban,NARAYAN PETH NANA WADA,PARAJAPE HUJURPAGA,4,Operational,1,Primary,2,Girls
3546,Urban,NARAYAN PETH NANA WADA,SNDT HIGH SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
3547,Urban,NARAYAN PETH NANA WADA,AHILYADEVI HIGHSCHOOL,4,Operational,7,Upper Pr. and Secondary,2,Girls
3548,Urban,NARAYAN PETH NANA WADA,IDEAL ENG SCH,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
3549,Urban,NARAYAN PETH NANA WADA,NMV SCHOOL,4,Operational,1,Primary,3,Co-Education
3550,Urban,NARAYAN PETH NANA WADA,HHCP HIGH SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
3551,Urban,NARAYAN PETH NANA WADA,BANDOKAR PRI SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
3552,Urban,NARAYAN PETH NANA WADA,NEW ENG SCHOOL RAMANBAUG,4,Operational,7,Upper Pr. and Secondary,1,Boys
3553,Urban,NARAYAN PETH NANA WADA,NAVIN MARATHI SHALA,4,Operational,1,Primary,3,Co-Education
3554,Urban,NARAYAN PETH NANA WADA,NUTAN BHARAT MARATHI VID,4,Operational,1,Primary,3,Co-Education
3555,Urban,NARAYAN PETH NANA WADA,H V DESAI JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3556,Urban,NARAYAN PETH NANA WADA,NMV HIGH SCHOOL ,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3557,Urban,NARAYAN PETH NANA WADA,HUJURPAGA ENGLISH MED. SCHOOL (CBSE),0,Operational,1,Primary,2,Girls
3558,Urban,NARAYAN PETH NANA WADA,NEW ENG SCHOOL RAMANBAUG JUNIOR COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3559,Urban,RAILWAY STATION,PMC SCHOOL NO. 4 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3560,Urban,RAILWAY STATION,PMC SCHOOL NO. 43 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3561,Urban,RAILWAY STATION,PMC SCHOOL NO. 44 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3562,Urban,RAILWAY STATION,PMC SCHOOL NO. 4 B ENGLISH,0,Operational,1,Primary,3,Co-Education
3563,Urban,RAILWAY STATION,PMC SCHOOL NO. 40 B KANNAD,3,Operational,2,Primary with Upper Primary,3,Co-Education
3564,Urban,RAILWAY STATION,PMC SCHOOL VINI 2,4,Operational,2,Primary with Upper Primary,3,Co-Education
3565,Urban,RAILWAY STATION,BAL VIKAS PRI,4,Operational,1,Primary,3,Co-Education
3566,Urban,RAILWAY STATION,ETHEL GARDEN SARAV ,4,Operational,2,Primary with Upper Primary,3,Co-Education
3567,Urban,RAILWAY STATION,ORNELLAS MARATHI PRIMARY,4,Operational,1,Primary,1,Boys
3569,Urban,RAILWAY STATION,ORNELLAS ENGLISH HIGH SCHOOL,0,Operational,7,Upper Pr. and Secondary,1,Boys
3570,Urban,RAILWAY STATION,ST. HELENA'S SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,2,Girls
3571,Urban,RAILWAY STATION,ROSARY ENG PRI,0,Operational,1,Primary,3,Co-Education
3572,Urban,RAILWAY STATION,PRAKASH PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3573,Urban,RAILWAY STATION,Y M C HIGHSCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3574,Urban,RAILWAY STATION,ST. PAULS SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3575,Urban,RAILWAY STATION,ST. PAULS SCHOOL SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
3576,Urban,RAILWAY STATION,ROSARY HIGHSCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
3577,Urban,RAILWAY STATION,ROSARY INTERNATIONAL SCHOOL (ICSE),0,Operational,2,Primary with Upper Primary,3,Co-Education
3578,Urban,RAILWAY STATION,PRAKASH SECONDARY SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3579,Urban,RAILWAY STATION,ORNELLAS ENGLISH PRIMARY,0,Operational,1,Primary,1,Boys
3580,Urban,RAILWAY STATION,ST. CLEARS ENG PRA MAD,0,Operational,1,Primary,2,Girls
3581,Urban,RAILWAY STATION,ST. CLEARS ENG MAD ,0,Operational,7,Upper Pr. and Secondary,2,Girls
3582,Urban,RAILWAY STATION,ROSARY JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3583,Urban,RAILWAY STATION,ROSARY INTERNATIONAL HIGH SCHOOL (ICSE),0,Operational,8,Secondary Only,3,Co-Education
3584,Urban,SAMTA BHUMI,PMC SCHOOL NO. 16 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3585,Urban,SAMTA BHUMI,PMC SCHOOL NO. 34 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3586,Urban,SAMTA BHUMI,ST. HILDAJ PRIMARY SCHOOL,4,Operational,1,Primary,2,Girls
3587,Urban,SAMTA BHUMI,D S BARI SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
